label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-40 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.40000000,,0.00077630,0.00222930,0.00059999,0.00188694,65287.14515268,44000.00000000,21287.14515268,0.48379875,0.11174087,0.11340704,0.78617355,0.14967564,1.12239751,0.55612065,-0.20092919,505,2023,0.34853984,2022,-0.15159161,305856.00900647,117.38642617,0.73744321,0.00266787,0.66980943,0.59883081,,,,,,,0.32938965,0.13874504
VT TQQQ/BTAL t20 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.40000000,QQQ<SMA200,0.02181569,0.23285908,0.02167659,0.23286512,64563.56688533,44000.00000000,20563.56688533,0.46735379,0.11048289,0.11018520,0.77060783,0.15160143,1.09457631,0.63039037,-0.17526107,169,2024,0.28248507,2022,-0.07406329,278205.57100138,108.61069931,0.67439677,0.00246842,0.69098175,0.59883081,,,,,,,0.30827257,0.04061291
VT TQQQ/BTAL t20 w0-50 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.50000000,,0.00080008,0.00296672,0.00059801,0.00177040,68212.48328830,44000.00000000,24212.48328830,0.55028371,0.12248794,0.12609422,0.77781916,0.16733998,1.09489539,0.60437817,-0.20266771,505,2023,0.36249158,2022,-0.15336905,452553.34039204,170.72242674,1.07535743,0.00388006,0.63660022,0.49900569,,,,,,,0.36256593,0.13851338
VT TQQQ/BTAL t20 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.50000000,QQQ<SMA200,0.02185563,0.23277522,0.02167135,0.23278146,67382.07933086,44000.00000000,23382.07933086,0.53141089,0.12092061,0.12254631,0.76334405,0.16905361,1.07043577,0.64847534,-0.18646909,169,2024,0.25307007,2022,-0.07659421,423335.84582641,161.33036835,1.01198834,0.00366660,0.65771581,0.49900569,,,,,,,0.34144490,0.04069657
VT TQQQ/BTAL t20 w0-60 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.60000000,,0.00070113,0.00274528,0.00056848,0.00188412,70680.41481028,44000.00000000,26680.41481028,0.60637306,0.13167442,0.13640110,0.77655320,0.18132861,1.08702047,0.64970174,-0.20266902,505,2023,0.39724413,2022,-0.15344614,593845.85432606,222.64902000,1.38730746,0.00506020,0.61594557,0.39881641,,,,,,,0.38331088,0.13836995
VT TQQQ/BTAL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.60000000,QQQ<SMA200,0.02177672,0.23270150,0.02165022,0.23270769,69825.52394326,44000.00000000,25825.52394326,0.58694373,0.13012294,0.13287005,0.76399902,0.18287425,1.06615178,0.65793630,-0.19777437,178,2023,0.27627813,2022,-0.07678283,562436.86399411,212.50888759,1.32180257,0.00482975,0.63703028,0.39881641,,,,,,,0.36220013,0.04077034
VT TQQQ/BTAL t20 w0-70 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.70000000,,0.00067552,0.00182471,0.00053153,0.00174666,72382.19295313,44000.00000000,28382.19295313,0.64504984,0.13763950,0.14331121,0.77706943,0.19012542,1.08707990,0.65890228,-0.20889213,178,2023,0.43213890,2022,-0.15284808,693416.78746531,259.98145452,1.60275859,0.00590867,0.60606034,0.29969501,,,,,,,0.39321572,0.13860093
VT TQQQ/BTAL t20 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.70000000,QQQ<SMA200,0.02175380,0.23286920,0.02165476,0.23287514,71490.06899855,44000.00000000,27490.06899855,0.62477430,0.13603639,0.13970815,0.76496913,0.19166748,1.06709261,0.65122796,-0.20889213,178,2023,0.30813166,2022,-0.07610323,660997.28467095,249.45975368,1.53701806,0.00566954,0.62726099,0.29971680,,,,,,,0.37206196,0.04060289
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.80000000,,0.00069048,0.00230895,0.00054003,0.00174666,74179.24824463,44000.00000000,30179.24824463,0.68589201,0.14307167,0.15044326,0.78030638,0.19726275,1.09127556,0.65164663,-0.21955408,191,2023,0.45753283,2022,-0.15353035,772203.66422073,289.62735658,1.76714105,0.00658244,0.60003278,0.19940821,,,,,,,0.39922396,0.13877126
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.20000000,0.80000000,QQQ<SMA200,0.02173081,0.23283194,0.02162186,0.23283789,73303.40862803,44000.00000000,29303.40862803,0.66598656,0.14161443,0.14698793,0.76951423,0.19874772,1.07337617,0.64500934,-0.21955408,191,2023,0.33112225,2022,-0.07632879,739023.83109606,278.77494067,1.70116691,0.00633579,0.62123098,0.19940821,,,,,,,0.37811434,0.04064015
VT TQQQ/BTAL t25 w0-40 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.40000000,,0.00074995,0.00270693,0.00057247,0.00201442,70293.19345624,44000.00000000,26293.19345624,0.59757258,0.13118745,0.13480676,0.82978781,0.16589536,1.19704203,0.52635847,-0.24923594,513,2023,0.46708252,2022,-0.20320458,261462.94527249,100.08475152,0.60216351,0.00227465,0.63795480,0.59910920,,,,,,,0.36127331,0.17321380
VT TQQQ/BTAL t25 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.40000000,QQQ<SMA200,0.02656083,0.28929412,0.02640991,0.28930024,69560.37134078,44000.00000000,25560.37134078,0.58091753,0.13080845,0.13176651,0.85086253,0.16032677,1.22190803,0.73324491,-0.17839668,513,2024,0.32150753,2022,-0.10858244,227033.91768214,88.75767363,0.52493774,0.00201722,0.66394640,0.59910920,,,,,,,0.33537935,0.05254730
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.50000000,,0.00082147,0.00269007,0.00059482,0.00187172,76399.97853182,44000.00000000,32399.97853182,0.73636315,0.15029814,0.15903476,0.82724374,0.19257403,1.17578066,0.54756962,-0.27448225,530,2023,0.49749240,2022,-0.22993943,398437.56274606,151.23513742,0.89308782,0.00343716,0.58728359,0.49900569,,,,,,,0.41186626,0.17274702
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.50000000,QQQ<SMA200,0.02659665,0.28929804,0.02643068,0.28930420,75584.16323106,44000.00000000,31584.16323106,0.71782189,0.14990001,0.15590625,0.84168251,0.18777683,1.19159630,0.72462640,-0.20686523,530,2023,0.33996161,2022,-0.13840072,362878.98719185,139.53104405,0.81680344,0.00317116,0.61326052,0.49900569,,,,,,,0.38599504,0.05254334
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.60000000,,0.00087011,0.00290271,0.00063279,0.00193232,79351.45258871,44000.00000000,35351.45258871,0.80344210,0.15993802,0.17009644,0.80499596,0.21369758,1.13052338,0.57835750,-0.27653834,530,2023,0.50492966,2022,-0.23223476,562448.46964817,211.38118822,1.24587673,0.00480412,0.55270479,0.39886509,,,,,,,0.44638658,0.17297239
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.60000000,QQQ<SMA200,0.02669027,0.28936659,0.02652034,0.28937294,78561.63581985,44000.00000000,34561.63581985,0.78549172,0.15974167,0.16717473,0.81643752,0.20937906,1.14257665,0.76439393,-0.20897821,530,2023,0.34707314,2022,-0.14063805,525398.55364530,199.13833105,1.16800716,0.00452587,0.57870613,0.39886509,,,,,,,0.42046946,0.05247460
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.70000000,,0.00069517,0.00252340,0.00052541,0.00198288,82534.31390499,44000.00000000,38534.31390499,0.87577986,0.16962448,0.18160067,0.79928430,0.23036484,1.11604543,0.60293265,-0.28133239,571,2023,0.54272954,2022,-0.23214724,732797.72125997,274.19800095,1.59706612,0.00623177,0.52784304,0.29933110,,,,,,,0.47141351,0.17326378
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.70000000,QQQ<SMA200,0.02645597,0.28917470,0.02635721,0.28918080,81650.45395624,44000.00000000,37650.45395624,0.85569214,0.16922578,0.17844828,0.80780001,0.22639287,1.12429631,0.78935033,-0.21438616,570,2023,0.38078898,2022,-0.14089058,694174.97814716,261.34540961,1.51914307,0.00593967,0.55380217,0.29933110,,,,,,,0.44557259,0.05266674
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.80000000,,0.00070386,0.00309262,0.00054561,0.00189347,85005.67121908,44000.00000000,41005.67121908,0.93194707,0.17806147,0.19025038,0.80232136,0.24193470,1.12021804,0.63246128,-0.28153735,571,2023,0.58057343,2022,-0.23238377,870255.70031745,325.65653949,1.86505423,0.00740128,0.51377913,0.19938294,,,,,,,0.48546122,0.17308724
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.25000000,0.80000000,QQQ<SMA200,0.02647127,0.28898167,0.02635635,0.28898772,84144.19819198,44000.00000000,40144.19819198,0.91236814,0.17774711,0.18726222,0.81023142,0.23811306,1.12798092,0.79231486,-0.22433898,167,2023,0.41443021,2022,-0.14140931,829993.68888271,312.17241479,1.78629442,0.00709483,0.53968418,0.19938294,,,,,,,0.45962536,0.05285982
VT TQQQ/BTAL t30 w0-40 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.40000000,,0.00079827,0.00275022,0.00057221,0.00185187,70259.88083731,44000.00000000,26259.88083731,0.59681547,0.12777981,0.13466921,0.75742425,0.18126372,1.08772836,0.43015707,-0.29705383,532,2023,0.50393871,2022,-0.25345576,232666.41228055,89.21968364,0.54581055,0.00202772,0.61957310,0.59884815,,,,,,,0.37960827,0.20756885
VT TQQQ/BTAL t30 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.40000000,QQQ<SMA200,0.03097979,0.33487870,0.03081704,0.33488501,69901.15094667,44000.00000000,25901.15094667,0.58866252,0.12977017,0.13318407,0.81748433,0.16710323,1.17135168,0.62579218,-0.20736943,530,2023,0.32493571,2022,-0.14241662,197008.41686250,77.44950098,0.46136332,0.00176022,0.64994159,0.59884815,,,,,,,0.34933089,0.06511499
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.50000000,,0.00080454,0.00266665,0.00059587,0.00170788,82450.57849616,44000.00000000,38450.57849616,0.87387678,0.17111915,0.18130337,0.84981319,0.21372668,1.21918944,0.53181862,-0.32176224,530,2023,0.63325869,2022,-0.27863018,332634.78779526,126.54302884,0.70862583,0.00287598,0.55368277,0.49890901,,,,,,,0.44548768,0.20828063
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.50000000,QQQ<SMA200,0.03114323,0.34483324,0.03099211,0.34483946,81872.82645180,44000.00000000,37872.82645180,0.86074606,0.17256109,0.17924440,0.89556927,0.20131970,1.28214293,0.72769549,-0.23713365,530,2023,0.43350051,2022,-0.17113489,291523.03424319,112.73330167,0.62146040,0.00256212,0.58424896,0.49890901,,,,,,,0.41506926,0.06537758
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.60000000,,0.00072927,0.00290271,0.00054894,0.00193232,88491.67921627,44000.00000000,44491.67921627,1.01117453,0.18660091,0.20206072,0.82908434,0.24316659,1.17482911,0.54033071,-0.34534574,533,2023,0.65522073,2022,-0.30361833,500233.22994455,188.57237926,1.04647688,0.00428574,0.50483906,0.39886509,,,,,,,0.49439891,0.20738002
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.60000000,QQQ<SMA200,0.03108126,0.34478990,0.03093680,0.34479644,87864.57022455,44000.00000000,43864.57022455,0.99692205,0.18805172,0.19996846,0.86205753,0.23230039,1.21827030,0.70647894,-0.26618163,533,2023,0.45281323,2022,-0.20014061,458502.19606558,174.46515846,0.96019995,0.00396512,0.53530605,0.39886509,,,,,,,0.46398170,0.06542061
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.70000000,,0.00068858,0.00249544,0.00051925,0.00183927,91735.00553732,44000.00000000,47735.00553732,1.08488649,0.19605932,0.21266649,0.80956805,0.26622596,1.13694493,0.55602557,-0.35260845,601,2023,0.66017480,2022,-0.30620020,682990.53848385,256.01735060,1.41276660,0.00581858,0.46937297,0.29872449,,,,,,,0.52989527,0.20817386
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.70000000,QQQ<SMA200,0.03099551,0.34458107,0.03086057,0.34458732,91095.59367160,44000.00000000,47095.59367160,1.07035440,0.19749281,0.21060345,0.83537732,0.25636449,1.16981983,0.71929970,-0.27456262,573,2023,0.45769369,2022,-0.20350380,640024.85138353,241.42788740,1.32550204,0.00548700,0.49980671,0.29872449,,,,,,,0.49953104,0.06562973
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.80000000,,0.00070026,0.00239053,0.00055128,0.00174085,95466.43169357,44000.00000000,51466.43169357,1.16969163,0.20557092,0.22444645,0.80421164,0.28409932,1.12354434,0.57174644,-0.35954910,602,2023,0.69600791,2022,-0.30659844,876531.10291344,328.06892465,1.78739022,0.00745611,0.44179927,0.19858390,,,,,,,0.55744683,0.20790540
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.30000000,0.80000000,QQQ<SMA200,0.03101812,0.34468697,0.03093340,0.34469321,94795.07922261,44000.00000000,50795.07922261,1.15443362,0.20706131,0.22235883,0.82635416,0.27487751,1.15123582,0.73459069,-0.28187304,601,2023,0.48857443,2022,-0.20335665,832937.88807014,313.19116911,1.70028096,0.00711798,0.47232259,0.19858390,,,,,,,0.52702025,0.06552383
VT TQQQ/BTAL t35 w0-40 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.40000000,,0.00081482,0.00254608,0.00059655,0.00171208,71391.52998813,44000.00000000,27391.52998813,0.62253477,0.12928483,0.13930757,0.73673621,0.19050491,1.05900996,0.40999349,-0.31533387,566,2023,0.50416952,2022,-0.27274732,212323.62543443,81.41563454,0.50134421,0.00185036,0.60852140,0.59852856,,,,,,,0.39064474,0.24257298
VT TQQQ/BTAL t35 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.40000000,QQQ<SMA200,0.03568330,0.32579927,0.03553229,0.32580571,69539.11274878,44000.00000000,25539.11274878,0.58043438,0.12664269,0.13167787,0.79207206,0.16944360,1.13431941,0.56093575,-0.22577040,533,2023,0.32994273,2022,-0.16540509,175024.22648443,69.08931274,0.41465601,0.00157021,0.64358773,0.59852856,,,,,,,0.35568464,0.07419429
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.50000000,,0.00077170,0.00266665,0.00055867,0.00170788,83235.50935803,44000.00000000,39235.50935803,0.89171612,0.17054183,0.18407917,0.79649369,0.23272780,1.14201516,0.46380384,-0.36770249,535,2023,0.69774215,2022,-0.32628236,286820.52980207,109.01675908,0.61628207,0.00247765,0.53305666,0.49900569,,,,,,,0.46614908,0.24240522
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.50000000,QQQ<SMA200,0.03539235,0.39922234,0.03523299,0.39922876,83086.14696195,44000.00000000,39086.14696195,0.88832152,0.17430544,0.18355286,0.86915675,0.21159586,1.24529109,0.65402903,-0.26651025,534,2023,0.46272780,2022,-0.20463564,242258.95411464,93.83786155,0.51854341,0.00213268,0.56786898,0.49900569,,,,,,,0.43144155,0.07935780
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.60000000,,0.00068172,0.00290271,0.00050448,0.00193232,95581.19321622,44000.00000000,51581.19321622,1.17229985,0.20803358,0.22480195,0.84473130,0.26721282,1.20675854,0.53254425,-0.39064092,535,2023,0.81034513,2022,-0.34955847,410172.70548053,154.87321115,0.81313202,0.00351985,0.46995911,0.39886509,,,,,,,0.52933147,0.24269141
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.60000000,QQQ<SMA200,0.03534866,0.39922253,0.03520416,0.39922889,95468.82210720,44000.00000000,51468.82210720,1.16974596,0.21209383,0.22445386,0.90120315,0.24901054,1.28609725,0.70862626,-0.29930280,534,2023,0.56047183,2022,-0.23193628,363539.67634844,138.97590238,0.71779826,0.00315854,0.50474117,0.39886509,,,,,,,0.49460406,0.07935767
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.70000000,,0.00068342,0.00249544,0.00053995,0.00171442,101467.82354667,44000.00000000,57467.82354667,1.30608690,0.22046837,0.24252857,0.82177751,0.29782928,1.16287365,0.53069401,-0.41543407,605,2023,0.82199582,2022,-0.37255242,613878.54893442,230.53695569,1.20367411,0.00523948,0.42237188,0.29872449,,,,,,,0.57690760,0.24207988
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20,BTAL,0.35000000,0.70000000,QQQ<SMA200,0.03540350,0.39954627,0.03528950,0.39955297,101293.89397055,44000.00000000,57293.89397055,1.30213395,0.22445996,0.24201856,0.86411876,0.28160889,1.22042385,0.68139748,-0.32941120,601,2023,0.56997525,2022,-0.25910687,567821.26109731,214.83806105,1.10962788,0.00488268,0.45720885,0.29872449,,,,,,,0.54211744,0.07903359
